CustomerID,invoice_frequency,total_quantity,total_bill,day_gap,country,category
15358.0,560,6928,8235.65,4,United Kingdom,0
15360.0,13,223,427.93,39,United Kingdom,0
15361.0,7,336,418.92,361,United Kingdom,1
15363.0,17,143,318.05,240,United Kingdom,1
15364.0,29,493,913.19,95,United Kingdom,2
15365.0,151,758,1330.45,25,United Kingdom,0
15366.0,44,621,602.51,74,United Kingdom,0
15367.0,96,1055,1867.69,56,United Kingdom,0
15368.0,4,230,446.94000000000005,20,United Kingdom,0
15370.0,95,828,2360.55,40,United Kingdom,0
15372.0,27,2924,2007.4,136,United Kingdom,2
15373.0,137,476,2213.11,7,United Kingdom,0
15374.0,3,126,168.0,128,United Kingdom,2
15376.0,116,615,1221.56,39,United Kingdom,0
15379.0,196,2293,3631.89,168,United Kingdom,2
15380.0,37,374,1682.36,8,United Kingdom,0
15381.0,8,171,596.85,213,United Kingdom,2
15382.0,306,4003,5927.86,14,United Kingdom,0
15384.0,43,593,635.76,169,United Kingdom,2
15385.0,12,161,316.88,39,United Kingdom,0
15386.0,31,446,394.14,185,United Kingdom,2
15388.0,10,88,140.54,269,Canada,1
15389.0,1,400,500.0,171,United Kingdom,2
15392.0,85,1265,1515.73,4,United Kingdom,0
15393.0,12,150,231.86,15,United Kingdom,0
15394.0,85,910,2183.54,9,United Kingdom,0
15395.0,7,17,107.45,325,United Kingdom,1
15396.0,14,122,288.18,112,United Kingdom,2
15397.0,6,20,94.0,289,United Kingdom,1
15398.0,74,767,1339.63,15,United Kingdom,0
15399.0,50,611,815.77,0,United Kingdom,0
15400.0,13,360,666.7,91,United Kingdom,2
15402.0,42,694,626.77,148,United Kingdom,2
15405.0,8,193,349.1,188,United Kingdom,2
15406.0,58,236,426.61,17,United Kingdom,0
15407.0,148,552,1046.74,33,United Kingdom,0
15408.0,34,106,267.18,263,United Kingdom,1
15410.0,122,1200,3450.84,83,United Kingdom,0
15411.0,99,527,1336.43,25,United Kingdom,0
15412.0,10,108,190.53,170,United Kingdom,2
15414.0,39,443,774.9000000000001,9,United Kingdom,0
15415.0,47,551,559.61,312,United Kingdom,1
15416.0,193,2089,3974.37,64,United Kingdom,0
15417.0,28,284,508.8,84,United Kingdom,0
15419.0,8,230,135.86,24,United Kingdom,0
15421.0,53,500,950.36,58,United Kingdom,0
15422.0,6,38,97.7,322,United Kingdom,1
15423.0,2,101,43.5,37,United Kingdom,0
15424.0,17,554,383.34,253,United Kingdom,1
15426.0,283,645,1386.58,18,United Kingdom,0
15427.0,292,967,1430.54,32,United Kingdom,0
15428.0,6,102,93.78,14,United Kingdom,0
15429.0,83,369,364.9,26,United Kingdom,0
15432.0,10,65,171.19,22,United Kingdom,0
15433.0,53,399,417.87,78,United Kingdom,0
15434.0,59,638,997.48,7,United Kingdom,0
15435.0,29,54,149.29,21,United Kingdom,0
15436.0,291,574,1067.75,11,United Kingdom,0
15437.0,45,79,200.16,261,United Kingdom,1
15438.0,25,59,156.57999999999998,130,United Kingdom,2
15440.0,62,197,383.68,54,United Kingdom,0
15442.0,2,120,594.0,248,United Kingdom,1
15443.0,375,1636,3188.84,1,United Kingdom,0
15444.0,214,759,1411.21,8,United Kingdom,0
15445.0,5,58,113.5,263,United Kingdom,1
15447.0,9,85,155.17,330,United Kingdom,1
15448.0,28,232,494.64,312,United Kingdom,1
15449.0,62,810,971.22,25,United Kingdom,0
15450.0,30,376,429.84,29,United Kingdom,0
15452.0,56,280,528.48,29,United Kingdom,0
15453.0,279,837,1371.77,1,United Kingdom,0
15454.0,25,86,179.1,361,United Kingdom,1
15456.0,58,633,434.59,282,United Kingdom,1
15457.0,58,132,237.07,261,United Kingdom,1
15458.0,7,156,161.64,24,United Kingdom,0
15460.0,56,107,214.26,353,United Kingdom,1
15462.0,11,172,234.6,93,United Kingdom,2
15463.0,7,106,126.14,28,United Kingdom,0
15464.0,155,348,1044.65,337,United Kingdom,1
15465.0,104,1217,6945.02,19,United Kingdom,0
15466.0,57,246,334.53,84,United Kingdom,0
15467.0,53,306,511.88,8,United Kingdom,0
15468.0,29,150,438.46,34,United Kingdom,0
15469.0,27,150,504.5,42,United Kingdom,0
15471.0,73,256,454.48,1,United Kingdom,0
15472.0,76,251,371.56,112,United Kingdom,2
15473.0,14,552,1465.2,13,United Kingdom,0
15475.0,29,319,454.11,76,United Kingdom,0
15478.0,44,575,1399.92,39,United Kingdom,0
15480.0,45,303,905.5,115,Malta,2
15482.0,126,2982,6393.52,15,United Kingdom,0
15483.0,84,291,225.26,160,United Kingdom,2
15484.0,188,3134,3559.21,0,United Kingdom,0
15485.0,85,1281,2564.5,29,United Kingdom,0
15488.0,2,73,91.32,92,United Kingdom,2
15489.0,55,593,1090.03,22,United Kingdom,0
15491.0,155,1624,3090.85,94,United Kingdom,2
15492.0,35,483,659.4599999999999,27,United Kingdom,0
15493.0,291,546,1918.86,32,United Kingdom,0
15494.0,122,1139,1280.58,20,United Kingdom,0
15497.0,16,622,1259.7,17,United Kingdom,0
15498.0,523,6084,12396.46,0,United Kingdom,0
15500.0,68,572,1131.56,7,United Kingdom,0
15502.0,252,3823,5541.46,15,United Kingdom,0
15503.0,66,70,141.04,362,United Kingdom,1
15504.0,13,33,52.83,80,United Kingdom,0
15505.0,99,2348,3497.14,52,United Kingdom,0
15506.0,161,842,972.08,22,United Kingdom,0
15507.0,45,160,475.86,171,United Kingdom,2
15508.0,92,440,1000.27,188,United Kingdom,2
15510.0,1,2,250.0,330,United Kingdom,1
15511.0,158,269,900.53,11,United Kingdom,0
15512.0,7,68,121.0,155,United Kingdom,2
15513.0,314,5545,14520.08,30,United Kingdom,0
15514.0,197,1761,2907.45,11,United Kingdom,0
15516.0,15,27,62.43,44,United Kingdom,0
15517.0,27,293,267.03,232,United Kingdom,1
15518.0,216,1252,1890.99,63,United Kingdom,0
15520.0,18,314,343.5,1,United Kingdom,0
15521.0,200,1674,2574.65,35,United Kingdom,0
15522.0,56,572,397.99,32,United Kingdom,0
15523.0,10,132,412.0100000000001,83,United Kingdom,0
15524.0,1,4,440.0,24,United Kingdom,0
15525.0,158,385,719.47,1,United Kingdom,0
15526.0,4,24,148.44,32,United Kingdom,0
15527.0,165,987,2347.57,18,United Kingdom,0
15528.0,26,123,229.33,253,United Kingdom,1
15529.0,664,3448,3935.15,22,United Kingdom,0
15530.0,107,938,1497.31,21,United Kingdom,0
15531.0,219,1085,1972.39,7,United Kingdom,0
15532.0,258,502,1500.88,24,United Kingdom,0
15533.0,86,256,746.92,18,United Kingdom,0
15535.0,75,121,426.4,172,United Kingdom,2
15537.0,24,29,110.92,162,United Kingdom,2
15539.0,41,410,538.46,6,United Kingdom,0
15540.0,15,200,213.3,10,United Kingdom,0
15541.0,29,49,85.13000000000001,113,United Kingdom,2
15543.0,28,86,127.86,287,United Kingdom,1
15544.0,261,3105,3542.51,8,United Kingdom,0
15545.0,80,162,288.97,53,United Kingdom,0
15547.0,695,3999,4910.6,6,United Kingdom,0
15549.0,115,684,1643.96,76,United Kingdom,0
15550.0,61,295,575.63,3,United Kingdom,0
15551.0,29,218,436.06,36,United Kingdom,0
15552.0,17,60,90.12,216,United Kingdom,2
15553.0,55,449,428.93,59,United Kingdom,0
15554.0,14,74,217.2,277,United Kingdom,1
15555.0,913,4398,4747.89,11,United Kingdom,0
15556.0,31,236,279.77,23,United Kingdom,0
15557.0,19,213,468.91,28,United Kingdom,0
15561.0,31,256,722.74,11,United Kingdom,0
15562.0,1,39,134.55,351,United Kingdom,1
15563.0,117,1460,1319.69,8,United Kingdom,0
15565.0,8,60,173.16,49,United Kingdom,0
15567.0,7,223,186.01,18,United Kingdom,0
15568.0,53,461,758.29,2,United Kingdom,0
15569.0,31,666,1375.71,103,United Kingdom,2
15570.0,326,2054,4093.27,6,United Kingdom,0
15571.0,57,264,650.4300000000001,11,United Kingdom,0
15572.0,212,1213,2533.42,4,United Kingdom,0
15573.0,97,355,591.1899999999999,31,United Kingdom,0
15574.0,152,332,675.64,177,United Kingdom,2
15576.0,43,394,921.37,37,United Kingdom,0
15577.0,39,89,258.88,150,United Kingdom,2
15578.0,13,52,127.1,161,United Kingdom,2
15579.0,48,117,327.6,68,United Kingdom,0
15581.0,148,283,3425.77,120,United Kingdom,2
15582.0,44,453,682.9100000000001,24,United Kingdom,0
15584.0,124,311,718.36,23,United Kingdom,0
15585.0,31,320,455.3,176,United Kingdom,2
15587.0,9,312,913.68,49,United Kingdom,0
15589.0,30,242,456.58,252,United Kingdom,1
15592.0,24,354,388.58,46,United Kingdom,0
15593.0,5,60,199.8,70,United Kingdom,0
15594.0,104,982,1767.53,15,United Kingdom,0
15596.0,84,548,1343.34,100,United Kingdom,2
15597.0,23,276,315.72,29,United Kingdom,0
15598.0,16,156,235.68,34,United Kingdom,0
15599.0,52,718,761.74,26,United Kingdom,0
15601.0,414,4978,6745.36,10,United Kingdom,0
15602.0,54,1001,1083.63,7,United Kingdom,0
15603.0,2,96,48.48,78,United Kingdom,0
15604.0,17,159,216.39,51,United Kingdom,0
15605.0,67,441,1198.23,35,United Kingdom,0
15606.0,91,720,2422.64,56,United Kingdom,0
15607.0,13,202,104.76,336,United Kingdom,1
15608.0,60,714,1093.68,27,United Kingdom,0
15609.0,18,145,270.03000000000003,182,United Kingdom,2
15610.0,6,66,112.46,51,United Kingdom,0
15611.0,45,498,1568.39,9,United Kingdom,0
15612.0,6,52,195.15,35,United Kingdom,0
15615.0,429,5493,10360.04,9,United Kingdom,0
15618.0,49,428,747.031,32,United Kingdom,0
15619.0,3,136,336.40000000000003,10,United Kingdom,0
15620.0,104,899,1524.4,49,United Kingdom,0
15621.0,18,463,1158.77,3,United Kingdom,0
15622.0,214,1552,3224.53,2,United Kingdom,0
15623.0,19,125,301.03,140,United Kingdom,2
15624.0,34,357,588.13,116,United Kingdom,2
15625.0,68,1166,1504.56,99,United Kingdom,2
15626.0,49,766,675.8,74,United Kingdom,0
15628.0,157,1882,2865.64,4,United Kingdom,0
15630.0,61,799,1180.4,44,United Kingdom,0
15632.0,177,2049,3147.31,15,United Kingdom,0
15634.0,15,99,243.55,16,United Kingdom,0
15636.0,25,284,724.76,89,United Kingdom,0
15637.0,15,128,223.36,52,United Kingdom,0
15639.0,25,323,425.32,133,United Kingdom,2
15640.0,486,6538,12336.74,3,United Kingdom,0
15641.0,119,1562,1887.2,104,United Kingdom,2
15643.0,36,242,647.4,178,United Kingdom,2
15644.0,232,550,803.54,165,United Kingdom,2
15645.0,52,256,612.01,18,United Kingdom,0
15646.0,36,388,425.14,157,United Kingdom,2
15648.0,27,210,582.0500000000001,203,United Kingdom,2
15649.0,2,192,816.0,335,United Kingdom,1
15651.0,32,479,646.3,36,United Kingdom,0
15652.0,21,208,337.74,90,United Kingdom,0
15653.0,6,1200,877.4399999999999,92,United Kingdom,2
15654.0,21,475,922.53,8,United Kingdom,0
15655.0,37,319,511.32,232,United Kingdom,1
15656.0,47,343,748.5,44,United Kingdom,0
15657.0,1,24,30.0,22,United Kingdom,0
15658.0,56,232,958.9,189,United Kingdom,2
15659.0,11,111,306.45,43,United Kingdom,0
15660.0,94,1037,1552.01,24,United Kingdom,0
15661.0,5,236,309.8,316,United Kingdom,1
15663.0,9,106,138.14,105,United Kingdom,2
15664.0,19,141,358.63,50,United Kingdom,0
15665.0,115,1654,2222.21,167,United Kingdom,2
15667.0,13,240,301.32,39,United Kingdom,0
15668.0,1,72,76.32000000000001,217,United Kingdom,2
15669.0,35,339,677.69,39,United Kingdom,0
15670.0,12,91,173.05,296,United Kingdom,1
15671.0,81,1681,2635.49,18,United Kingdom,0
15673.0,138,1451,2726.23,87,United Kingdom,0
15674.0,135,1075,1744.02,72,United Kingdom,0
15675.0,21,527,323.69,80,United Kingdom,0
15676.0,216,2231,3324.09,8,United Kingdom,0
15677.0,33,319,657.23,48,United Kingdom,0
15678.0,12,184,352.7,52,United Kingdom,0
15679.0,110,1170,781.28,23,United Kingdom,0
15680.0,78,952,1333.68,8,United Kingdom,0
15681.0,67,556,946.36,17,United Kingdom,0
15683.0,10,131,193.75,116,United Kingdom,2
15687.0,168,1308,2981.5,8,United Kingdom,0
15689.0,9,84,254.1,119,United Kingdom,2
15690.0,19,408,239.76,3,United Kingdom,0
15691.0,2,72,136.8,251,United Kingdom,1
15692.0,12,138,191.04,27,United Kingdom,0
15694.0,79,1665,6423.6,0,United Kingdom,0
15695.0,22,212,409.98,266,United Kingdom,1
15696.0,174,1009,2619.11,32,United Kingdom,0
15699.0,18,113,309.65,17,United Kingdom,0
15700.0,89,328,664.03,171,United Kingdom,2
15701.0,230,912,1529.0,1,United Kingdom,0
15703.0,5,66,211.5,264,United Kingdom,1
15704.0,117,1028,2293.62,139,United Kingdom,2
15705.0,6,62,143.1,200,United Kingdom,2
15706.0,59,305,1001.81,59,United Kingdom,0
15707.0,205,594,916.98,34,United Kingdom,0
15708.0,282,1208,3200.73,40,United Kingdom,0
15709.0,6,121,133.25,283,United Kingdom,1
15712.0,53,486,1072.36,8,United Kingdom,0
15713.0,20,149,346.75,142,United Kingdom,2
15714.0,34,186,330.03000000000003,11,United Kingdom,0
15716.0,117,738,1101.11,145,United Kingdom,2
15717.0,7,70,150.3,233,United Kingdom,1
15719.0,932,2717,5028.42,32,United Kingdom,0
15720.0,128,281,598.73,23,United Kingdom,0
15721.0,84,388,471.4,11,United Kingdom,0
15722.0,70,1018,2169.86,35,United Kingdom,0
15723.0,38,73,190.7,364,United Kingdom,1
15724.0,12,72,212.3,200,United Kingdom,2
15725.0,32,221,415.25,14,United Kingdom,0
15727.0,301,3063,5159.06,16,United Kingdom,0
15729.0,6,24,62.0,197,United Kingdom,2
15730.0,73,683,1108.38,65,United Kingdom,0
15732.0,14,215,294.12,211,United Kingdom,2
15733.0,10,62,162.3,282,United Kingdom,1
15734.0,26,346,1339.45,114,United Kingdom,2
15737.0,79,584,1121.21,14,United Kingdom,0
15738.0,176,2967,4788.77,18,United Kingdom,0
15739.0,8,472,449.12,65,United Kingdom,0
15740.0,9,152,154.88,48,United Kingdom,0
15743.0,86,214,775.96,15,United Kingdom,0
15744.0,3,120,34.8,77,United Kingdom,0
15745.0,65,412,1071.24,8,United Kingdom,0
15746.0,29,130,182.96,133,United Kingdom,2
15747.0,90,466,946.64,12,United Kingdom,0
15748.0,20,50,144.36,39,United Kingdom,0
15749.0,15,9014,21535.9,234,United Kingdom,1
15750.0,293,1776,2448.8,2,United Kingdom,0
15752.0,406,1955,2618.15,39,United Kingdom,0
15753.0,1,144,79.2,304,United Kingdom,1
15754.0,29,197,455.67,50,United Kingdom,0
15755.0,149,1397,2318.88,0,United Kingdom,0
15756.0,191,241,528.01,60,United Kingdom,0
15757.0,45,491,714.42,65,United Kingdom,0
15758.0,9,47,205.25,24,United Kingdom,0
15759.0,7,60,253.04,217,United Kingdom,2
15762.0,37,251,583.75,64,United Kingdom,0
15763.0,63,268,1048.67,31,United Kingdom,0
15764.0,188,2036,3245.47,80,United Kingdom,0
15766.0,11,170,315.06,63,United Kingdom,0
15768.0,28,243,581.8299999999999,115,United Kingdom,2
15769.0,147,27660,51823.72,6,United Kingdom,0
15773.0,10,311,635.6800000000001,5,United Kingdom,0
15774.0,25,87,270.8,68,United Kingdom,0
15775.0,7,68,104.9,244,United Kingdom,1
15776.0,18,138,241.62,132,United Kingdom,2
15777.0,22,375,1021.61,240,United Kingdom,1
15780.0,29,220,475.28,183,United Kingdom,2
15781.0,21,178,333.56,24,United Kingdom,0
15782.0,44,863,2593.94,9,United Kingdom,0
15783.0,14,212,246.3,10,United Kingdom,0
15785.0,87,1594,2303.75,29,United Kingdom,0
15786.0,279,3307,4821.0,43,United Kingdom,0
15787.0,200,534,933.26,25,United Kingdom,0
15789.0,25,438,351.3,357,United Kingdom,1
15790.0,34,113,218.75,9,United Kingdom,0
15791.0,76,730,1604.44,43,United Kingdom,0
15793.0,13,552,948.96,8,United Kingdom,0
15795.0,42,581,610.01,149,United Kingdom,2
15796.0,134,858,2663.6600000000003,0,United Kingdom,0
15797.0,8,873,2207.4,112,United Kingdom,2
15799.0,98,955,884.14,75,United Kingdom,0
15800.0,117,332,696.89,106,United Kingdom,2
15801.0,69,562,1042.19,45,United Kingdom,0
15803.0,8,290,415.8200000000001,50,United Kingdom,0
15804.0,274,2515,3848.55,0,United Kingdom,0
15805.0,305,3317,5411.87,22,United Kingdom,0
15806.0,31,602,784.58,45,United Kingdom,0
15807.0,48,430,903.9,49,United Kingdom,0
15808.0,197,1303,3641.07,305,United Kingdom,1
15809.0,43,251,399.21,35,United Kingdom,0
15810.0,112,737,1145.43,78,United Kingdom,0
15811.0,139,1061,2171.32,16,United Kingdom,0
15812.0,41,922,1801.14,106,United Kingdom,2
15813.0,40,603,1303.91,207,United Kingdom,2
15814.0,74,1247,1842.73,2,United Kingdom,0
15815.0,49,1856,2100.6,63,United Kingdom,0
15819.0,123,1357,1905.45,48,United Kingdom,0
15820.0,17,128,206.98,319,United Kingdom,1
15821.0,62,202,570.96,43,United Kingdom,0
15822.0,33,375,885.47,2,United Kingdom,0
15825.0,20,220,532.94,171,United Kingdom,2
15826.0,69,962,1649.36,50,United Kingdom,0
15827.0,134,842,1641.48,72,United Kingdom,0
15829.0,51,996,636.14,98,United Kingdom,2
15830.0,41,409,547.7,28,United Kingdom,0
15831.0,67,1084,740.64,57,United Kingdom,0
15832.0,54,465,836.79,253,United Kingdom,1
15834.0,272,957,2076.3,69,United Kingdom,0
15835.0,50,439,954.09,43,United Kingdom,0
15836.0,12,24,117.47,44,United Kingdom,0
15837.0,24,189,391.98,64,United Kingdom,0
15838.0,169,9007,33350.76,10,United Kingdom,0
15839.0,65,670,1020.74,24,United Kingdom,0
15840.0,28,394,345.66,58,United Kingdom,0
15841.0,50,926,1209.1,63,United Kingdom,0
15843.0,8,27,118.95000000000002,303,United Kingdom,1
15844.0,11,134,130.73999999999998,45,United Kingdom,0
15845.0,140,1918,3650.87,17,United Kingdom,0
15847.0,22,449,389.27,37,United Kingdom,0
15850.0,93,298,234.88,18,United Kingdom,0
15852.0,22,48,160.71,186,United Kingdom,2
15853.0,30,135,110.8,51,United Kingdom,0
15854.0,138,926,2969.12,3,United Kingdom,0
15855.0,80,470,712.24,136,United Kingdom,2
15856.0,636,10802,15929.74,3,United Kingdom,0
15857.0,14,308,297.0,18,United Kingdom,0
15858.0,188,1163,1427.57,15,United Kingdom,0
15860.0,139,437,965.16,40,United Kingdom,0
15861.0,541,2527,2981.92,11,United Kingdom,0
15862.0,147,585,832.88,7,United Kingdom,0
15863.0,18,19,68.84,25,United Kingdom,0
15864.0,24,1044,1769.7800000000002,21,United Kingdom,0
15865.0,40,368,895.13,40,United Kingdom,0
15866.0,43,124,211.89,100,United Kingdom,2
15867.0,461,2050,3795.29,4,United Kingdom,0
15869.0,15,175,149.64,276,United Kingdom,1
15870.0,74,333,351.44,32,United Kingdom,0
15872.0,108,187,316.25,14,United Kingdom,0
15874.0,137,2506,4330.67,62,United Kingdom,0
15877.0,128,243,437.83,1,United Kingdom,0
15880.0,97,178,299.03,368,United Kingdom,1
15881.0,32,199,438.24,311,United Kingdom,1
15882.0,24,266,495.36,198,United Kingdom,2
15883.0,49,223,396.48,1,United Kingdom,0
15885.0,18,111,379.35,92,United Kingdom,2
15886.0,12,147,181.09,59,United Kingdom,0
15888.0,14,60,141.27,79,United Kingdom,0
15889.0,85,206,420.07,156,United Kingdom,2
15891.0,60,418,511.68,226,United Kingdom,1
15894.0,37,164,258.25,252,United Kingdom,1
15895.0,11,94,179.17,149,United Kingdom,2
15897.0,22,223,208.59,193,United Kingdom,2
15898.0,85,565,1379.63,0,United Kingdom,0
15899.0,4,39,56.25,368,United Kingdom,1
15900.0,47,216,337.28,23,United Kingdom,0
15901.0,111,379,351.73,16,United Kingdom,0
15903.0,75,2409,5126.34,9,United Kingdom,0
15904.0,30,84,164.68,7,United Kingdom,0
15906.0,151,538,1521.79,19,United Kingdom,0
15907.0,226,478,882.72,3,United Kingdom,0
15909.0,7,98,191.94,173,United Kingdom,2
15910.0,266,1013,1228.88,0,United Kingdom,0
15912.0,19,185,264.62,177,United Kingdom,2
15916.0,156,747,1466.01,15,United Kingdom,0
15917.0,12,42,123.1,247,United Kingdom,1
15918.0,40,153,334.23,190,United Kingdom,2
15919.0,122,385,525.69,19,United Kingdom,0
15920.0,60,99,167.5,153,United Kingdom,2
15921.0,24,162,323.03000000000003,172,United Kingdom,2
15922.0,12,136,363.6,371,United Kingdom,1
15923.0,21,122,127.08,372,United Kingdom,1
15925.0,12,93,207.15,193,United Kingdom,2
15930.0,21,139,426.63,66,United Kingdom,0
15932.0,119,2311,2461.85,3,United Kingdom,0
15933.0,74,885,1107.46,20,United Kingdom,0
15935.0,12,115,416.86,238,United Kingdom,1
15937.0,7,73,145.35,63,United Kingdom,0
15938.0,18,240,404.58,111,United Kingdom,2
15939.0,77,4725,6102.26,89,United Kingdom,0
15940.0,2,3,31.8,310,United Kingdom,1
15942.0,14,232,337.44,133,United Kingdom,2
15944.0,6,50,325.1,276,United Kingdom,1
15945.0,2,52,181.0,364,United Kingdom,1
15947.0,29,898,1708.24,82,United Kingdom,0
15948.0,60,567,955.24,7,United Kingdom,0
15949.0,19,284,364.72,16,United Kingdom,0
15950.0,102,712,1684.46,1,United Kingdom,0
15951.0,43,306,669.57,0,United Kingdom,0
15952.0,84,391,781.91,33,United Kingdom,0
15953.0,102,884,1632.4299999999998,14,United Kingdom,0
15955.0,185,2124,4389.81,23,United Kingdom,0
15957.0,42,211,428.89,31,United Kingdom,0
15958.0,7,33,104.35,73,United Kingdom,0
15963.0,28,298,470.76,19,United Kingdom,0
15965.0,111,434,808.87,16,United Kingdom,0
15967.0,80,205,397.68,22,United Kingdom,0
15969.0,21,120,582.9,2,United Kingdom,0
15970.0,11,116,314.1,303,United Kingdom,1
15971.0,35,1717,4199.85,17,United Kingdom,0
15973.0,6,87,99.77000000000002,235,United Kingdom,1
15974.0,177,2256,3429.55,38,United Kingdom,0
15975.0,24,243,371.01,83,United Kingdom,0
15976.0,96,275,427.64,164,United Kingdom,2
15977.0,65,1016,1054.73,16,United Kingdom,0
15978.0,49,888,1098.78,76,United Kingdom,0
15980.0,43,1560,2398.86,88,United Kingdom,0
15981.0,97,1866,3408.48,24,United Kingdom,0
15983.0,112,886,1465.12,21,United Kingdom,0
15984.0,263,1805,2759.93,2,United Kingdom,0
15985.0,38,836,1037.42,122,United Kingdom,2
15986.0,14,268,168.12,29,United Kingdom,0
15987.0,128,1533,1432.77,11,United Kingdom,0
15988.0,26,180,156.78,18,United Kingdom,0
15990.0,52,443,792.11,43,United Kingdom,0
15992.0,3,17,41.99,3,United Kingdom,0
15993.0,551,2028,2736.92,8,United Kingdom,0
15994.0,32,173,414.27,54,United Kingdom,0
15996.0,128,378,1016.68,87,United Kingdom,0
15998.0,507,2028,3074.42,36,United Kingdom,0
16000.0,9,5110,12393.7,2,United Kingdom,0
16003.0,103,1185,2735.37,29,United Kingdom,0
16005.0,201,280,578.71,11,United Kingdom,0
16006.0,8,84,101.4,210,United Kingdom,2
16007.0,381,1388,1693.81,47,United Kingdom,0
16008.0,33,323,478.78,23,United Kingdom,0
16009.0,82,366,972.11,21,United Kingdom,0
16010.0,79,202,392.4,245,United Kingdom,1
16011.0,210,2035,3352.96,7,United Kingdom,0
16012.0,94,799,1415.29,34,United Kingdom,0
16013.0,151,13845,33366.25,3,United Kingdom,0
16014.0,141,254,637.58,35,United Kingdom,0
16015.0,183,904,689.6999999999999,3,United Kingdom,0
16016.0,226,600,1440.06,2,United Kingdom,0
16017.0,32,102,211.88,46,United Kingdom,0
16018.0,28,190,408.9,38,United Kingdom,0
16019.0,165,1649,3450.24,1,United Kingdom,0
16020.0,46,487,851.01,16,United Kingdom,0
16022.0,71,255,602.63,259,United Kingdom,1
16023.0,101,358,719.81,45,United Kingdom,0
16024.0,63,397,251.03,11,United Kingdom,0
16025.0,28,338,439.66,29,United Kingdom,0
16026.0,32,243,236.09,42,United Kingdom,0
16027.0,17,1146,852.12,91,United Kingdom,2
16029.0,270,33632,53168.69,38,United Kingdom,0
16030.0,29,283,331.24,309,United Kingdom,1
16031.0,98,421,547.9,91,United Kingdom,2
16033.0,1143,3506,8690.03,5,United Kingdom,0
16034.0,22,242,437.7,195,United Kingdom,2
16036.0,55,716,758.92,86,United Kingdom,0
16037.0,39,428,855.02,269,United Kingdom,1
16038.0,28,241,454.33,7,United Kingdom,0
16040.0,65,684,1313.55,64,United Kingdom,0
16041.0,6,1584,3166.4,30,United Kingdom,0
16042.0,74,733,1127.57,21,United Kingdom,0
16043.0,39,503,773.99,37,United Kingdom,0
16045.0,83,897,1340.7,119,United Kingdom,2
16048.0,9,143,243.69000000000003,85,United Kingdom,0
16049.0,299,763,1074.81,39,United Kingdom,0
16050.0,10,278,137.9,173,United Kingdom,2
16052.0,34,282,362.06,53,United Kingdom,0
16053.0,84,1793,1511.95,32,United Kingdom,0
16054.0,70,380,783.9,144,United Kingdom,2
16055.0,8,22,134.8,220,United Kingdom,2
16056.0,66,345,650.75,44,United Kingdom,0
16057.0,134,833,2140.2200000000003,3,United Kingdom,0
16059.0,178,641,1453.16,65,United Kingdom,0
16062.0,64,800,1153.62,9,United Kingdom,0
16063.0,23,262,335.32,259,United Kingdom,1
16065.0,73,228,367.14,364,United Kingdom,1
16066.0,101,935,1521.04,16,United Kingdom,0
16070.0,33,457,852.15,21,United Kingdom,0
16071.0,21,180,326.24,44,United Kingdom,0
16072.0,23,140,584.3199999999999,287,United Kingdom,1
16073.0,2,37,94.35,291,United Kingdom,1
16076.0,131,1363,2173.53,2,United Kingdom,0
16078.0,1,16,79.2,283,United Kingdom,1
16079.0,21,864,1352.0,16,United Kingdom,0
16080.0,11,104,176.6,81,United Kingdom,0
16081.0,223,1473,2799.42,55,United Kingdom,0
16083.0,31,908,1317.62,100,United Kingdom,2
16084.0,38,216,436.18,298,United Kingdom,1
16085.0,167,636,981.51,22,United Kingdom,0
16086.0,40,510,1119.31,58,United Kingdom,0
16091.0,18,154,315.06,154,United Kingdom,2
16092.0,53,602,779.36,98,United Kingdom,2
16093.0,1,20,17.0,106,United Kingdom,2
16094.0,67,633,1041.83,11,United Kingdom,0
16096.0,12,155,320.62,263,United Kingdom,1
16097.0,10,87,185.05,239,United Kingdom,1
16098.0,67,613,2005.63,87,United Kingdom,0
16099.0,39,434,731.9,49,United Kingdom,0
16101.0,83,738,1245.96,8,United Kingdom,0
16102.0,57,942,1842.14,41,United Kingdom,0
16103.0,48,558,1429.64,6,United Kingdom,0
16104.0,28,122,298.21,61,United Kingdom,0
16105.0,13,330,336.96,248,United Kingdom,1
16106.0,6,74,108.38,65,United Kingdom,0
16107.0,31,1176,3204.1600000000003,17,United Kingdom,0
16108.0,49,599,816.1,84,United Kingdom,0
16109.0,18,612,611.88,218,United Kingdom,2
16110.0,342,720,1320.95,44,United Kingdom,0
16112.0,16,574,195.74,142,United Kingdom,2
16113.0,30,176,161.38,182,United Kingdom,2
16114.0,8,43,135.75000000000003,170,United Kingdom,2
16115.0,279,994,1660.88,9,United Kingdom,0
16116.0,35,246,592.88,205,United Kingdom,2
16117.0,30,130,232.21,189,United Kingdom,2
16119.0,16,240,423.36,7,United Kingdom,0
16120.0,32,866,1294.14,58,United Kingdom,0
16121.0,204,576,854.66,56,United Kingdom,0
16122.0,38,1128,684.4200000000001,72,United Kingdom,0
16123.0,16,170,307.78,51,United Kingdom,0
16124.0,16,41,187.15,315,United Kingdom,1
16125.0,13,124,289.35,366,United Kingdom,1
16126.0,117,2125,6287.77,28,United Kingdom,0
16127.0,40,323,656.25,38,United Kingdom,0
16128.0,89,988,1880.22,17,United Kingdom,0
